age,E1,N1,A1,C1,O1
18,1,5,3,4,3
25,3,1,2,3,4
19,3,5,1,1,2
30,1,5,1,3,2
28,1,3,1,4,3
19,3,4,1,1,3
19,4,3,1,4,3
38,4,1,1,1,4
22,3,2,2,4,4
43,1,4,1,3,5
57,1,3,1,4,5
39,3,3,1,3,5
37,1,5,3,5,5
13,2,1,3,4,5
17,2,3,1,4,4
31,3,2,2,3,4
29,5,1,1,5,5
48,1,4,3,3,3
62,5,1,4,2,5
26,4,2,1,3,3
16,2,2,3,3,3
24,5,5,5,4,5
33,2,4,1,3,4
23,1,4,1,3,4
18,5,4,1,1,2
28,4,5,1,4,2
19,1,5,2,1,5
26,1,1,1,4,1
23,1,2,2,4,4
42,2,3,1,3,5
26,1,1,1,4,1
25,4,1,1,4,3
30,1,5,5,1,5
55,4,4,1,2,5
21,4,5,5,4,5
32,1,4,1,4,4
14,1,1,4,3,5
64,2,2,1,2,4
14,2,4,1,3,5
18,1,4,3,3,4
17,3,4,2,5,5
15,5,2,1,2,2
60,3,4,1,4,3
58,1,5,1,1,1
23,4,2,1,4,4
17,3,5,1,4,5
18,1,5,5,2,3
16,5,2,1,4,5
19,3,5,3,3,4
20,4,5,1,3,5
56,3,4,2,4,4
27,4,2,1,4,4
13,3,4,2,5,3
16,1,4,4,2,5
19,2,2,3,1,4
16,1,3,2,2,3
21,2,1,4,4,1
18,1,1,5,3,5
22,3,5,4,2,3
24,3,3,1,3,3
31,1,5,1,3,5
22,1,1,2,2,4
42,5,2,1,4,3
28,1,4,1,3,4
36,2,2,3,3,4
28,1,5,1,2,5
13,5,2,1,4,5
57,3,4,2,3,4
25,2,5,1,3,3
21,2,5,5,4,1
62,4,2,3,5,4
18,3,5,5,3,3
27,1,4,4,2,5
19,2,5,1,2,3
17,1,1,5,4,4
18,3,3,4,2,4
31,2,4,2,3,5
33,3,3,1,3,4
22,2,4,4,4,4
28,3,4,3,3,3
20,2,4,1,5,3
62,5,1,1,3,4
17,4,3,3,4,4
66,2,2,1,4,5
25,2,4,5,5,4
14,2,2,2,3,4
23,4,5,4,1,3
19,2,2,2,1,5
13,1,3,3,1,2
30,2,4,2,4,5
16,2,3,3,2,3
41,4,1,1,3,4
33,2,2,1,2,2
25,1,1,5,4,5
20,3,3,1,4,4
15,3,2,1,2,3
18,4,5,1,2,1
26,1,5,4,1,5
25,3,5,5,3,4
64,4,2,1,1,3
57,3,1,1,3,3
17,1,4,1,4,2
32,1,4,2,4,4
46,2,1,4,5,5
79,2,4,1,4,3
20,4,3,1,2,5
32,1,5,1,3,4
28,3,3,1,3,4
16,5,4,3,2,3
21,4,3,4,5,4
22,3,2,3,2,3
21,4,4,1,4,4
30,5,3,2,3,3
42,2,5,4,5,4
33,3,5,1,4,5
25,4,3,1,2,5
22,4,2,1,3,2
20,4,1,1,4,4
24,3,4,1,4,5
58,4,3,1,3,4
35,2,2,1,2,4
13,4,2,5,4,3
23,3,4,4,2,2
46,1,5,1,3,5
39,1,4,1,4,3
43,2,3,2,3,4
22,3,4,2,2,3
35,2,2,4,1,4
31,3,4,3,3,5
28,3,1,2,4,4
25,2,4,3,4,4
31,2,4,1,5,5
32,4,4,3,2,5
23,2,2,2,4,3
18,3,4,2,4,5
27,2,4,4,1,3
35,2,4,2,3,5
24,3,3,1,4,4
18,2,1,5,4,5
20,3,4,2,2,4
17,4,2,2,3,4
13,4,3,2,2,3
23,1,1,4,4,3
19,1,5,4,4,4
17,2,4,1,4,5
23,4,3,1,1,4
20,1,5,1,1,4
44,4,1,1,3,5
20,2,5,4,2,4
22,4,1,1,1,5
22,1,4,5,5,2
25,4,5,5,5,5
20,3,5,4,4,4
14,3,5,2,5,4
17,2,2,2,1,2
14,5,5,1,1,5
21,2,3,3,4,4
20,2,4,4,3,2
17,1,4,1,4,4
47,2,4,3,5,4
14,3,5,2,4,3
38,3,4,4,4,5
18,4,3,1,3,5
19,5,1,1,5,5
13,2,3,1,4,3
14,1,5,5,3,5
26,3,4,2,4,3
23,4,4,1,2,3
16,1,3,4,2,3
22,2,5,4,5,5
24,3,1,4,3,5
28,3,2,1,4,4
22,4,2,2,4,3
52,2,5,5,5,4
17,1,3,2,5,3
18,3,4,5,5,2
29,3,2,1,5,5
21,1,5,2,4,2
35,4,2,1,5,5
26,3,2,2,4,3
60,2,2,1,4,5
58,3,4,2,4,5
21,2,4,3,2,4
28,1,2,4,3,5
16,2,2,3,1,4
37,4,2,2,3,5
38,2,4,3,5,5
31,1,3,3,2,4
20,3,3,1,5,3
32,1,5,2,1,4
27,4,1,3,3,4
21,2,1,5,5,4
13,1,3,1,4,3
51,3,4,1,4,4
32,3,2,1,4,3
15,5,2,5,3,3
34,2,3,2,3,4
18,2,3,2,3,3
18,2,4,1,3,5
18,1,4,3,3,4
24,5,5,2,3,4
21,1,2,4,2,4
14,4,5,1,4,5
25,3,2,4,2,4
16,1,4,5,3,3
19,1,2,2,1,1
44,3,4,1,3,4
48,1,4,1,2,3
17,3,2,1,1,5
18,1,5,4,1,1
15,4,3,5,5,4
30,4,3,1,4,4
23,1,3,4,3,4
22,2,1,4,1,4
22,2,5,2,4,3
25,2,3,1,5,3
79,2,4,2,4,4
19,1,4,3,4,4
22,3,1,2,4,4
54,1,5,4,1,3
24,4,2,4,4,3
16,2,4,1,5,5
25,3,4,4,4,3
17,1,4,1,5,5
26,3,4,2,5,4
19,3,1,3,4,5
19,4,3,1,5,4
20,1,5,4,4,3
17,4,3,3,3,3
13,1,4,2,5,5
28,1,5,5,1,5
20,3,2,4,1,3
35,2,5,1,4,3
50,1,2,2,3,4
45,1,5,1,3,5
15,2,3,4,4,2
24,3,4,4,3,3
17,2,4,2,5,4
31,5,5,1,2,5
21,1,5,1,4,5
57,2,1,2,4,3
33,2,5,3,3,5
32,4,3,1,4,4
33,3,1,1,4,4
48,4,2,4,4,5
30,1,3,2,3,3
19,2,4,1,3,4
18,3,4,1,4,2
24,2,2,1,3,4
20,2,3,2,4,3
24,3,2,2,4,3
24,3,3,3,4,2
20,2,3,1,4,5
30,3,3,4,5,3
15,3,3,5,5,3
59,1,4,4,3,3
23,2,2,1,3,3
32,3,4,1,4,4
31,3,3,2,2,3
31,4,5,5,2,3
18,3,2,1,2,5
34,3,4,1,3,3
23,5,2,5,4,5
19,4,4,4,1,4
20,5,3,5,5,1
20,3,3,5,4,4
22,2,5,1,5,5
19,3,5,5,2,5
21,3,2,4,4,2
60,4,2,4,4,1
50,3,5,3,4,3
29,2,3,1,4,4
41,3,2,1,4,5
35,1,4,3,4,5
29,4,4,2,5,5
16,4,5,1,1,3
21,2,4,2,4,2
22,3,5,2,5,3
30,3,4,4,2,3
32,1,3,2,4,3
18,3,2,4,4,5
44,2,3,1,4,5
31,1,1,1,3,5
22,2,4,2,2,5
35,1,2,1,5,5
18,1,4,2,1,2
23,2,4,1,3,4
18,2,4,2,2,2
37,3,4,2,5,4
32,2,2,1,4,4
28,4,2,1,4,4
30,4,2,5,4,4
25,3,4,2,2,5
19,1,4,2,3,4
13,3,4,4,2,2
47,3,3,3,4,3
28,4,4,1,3,5
20,1,2,5,3,4
20,2,2,2,3,4
34,1,3,1,3,5
34,1,5,3,3,4
16,3,5,2,4,4
47,1,5,4,3,3
41,3,3,2,4,3
21,2,4,1,3,4
31,1,5,5,5,5
30,1,2,1,1,5
14,1,5,1,1,5
21,2,4,2,4,3
14,1,5,5,1,1
20,1,5,3,2,4
19,4,1,5,4,4
14,1,3,2,3,4
18,2,4,1,3,4
46,2,2,2,3,4
16,2,4,4,2,5
65,2,3,2,4,5
18,4,5,1,4,4
57,4,2,1,3,2
30,3,5,2,4,4
15,5,2,2,1,1
16,1,4,1,2,4
70,5,3,3,2,5
21,2,5,2,3,4
16,1,5,4,5,1
14,2,4,2,3,4
41,5,2,1,4,4
24,1,3,3,1,4
20,3,3,1,5,5
25,4,5,5,2,4
44,2,5,4,3,4
19,1,4,1,4,4
46,2,2,1,2,2
14,1,4,3,3,5
17,2,1,1,4,4
19,1,2,3,3,3
24,3,4,1,4,5
15,2,4,2,3,5
37,1,5,1,4,4
27,3,4,1,3,5
31,4,3,3,3,4
25,2,4,3,3,2
23,4,2,4,3,3
16,3,3,1,4,5
60,3,1,1,4,4
27,1,4,4,1,5
32,4,5,2,5,4
31,1,4,1,4,5
71,2,2,3,5,4
42,4,4,2,4,5
66,3,5,1,2,4
31,1,4,1,4,3
14,4,5,4,4,3
14,3,4,4,2,3
36,3,4,2,4,2
16,1,5,4,1,3
23,3,3,5,4,4
14,1,5,5,1,1
15,3,1,5,3,2
22,2,4,2,2,4
18,2,3,1,4,1
27,3,5,2,3,3
22,3,4,4,3,4
46,1,4,2,2,2
50,4,5,1,4,4
21,1,1,1,3,5
20,4,4,3,3,4
54,5,5,5,5,5
22,2,3,1,4,4
18,3,4,2,3,4
17,5,5,2,5,3
41,1,3,2,3,3
20,4,4,4,3,4
31,1,2,1,3,5
24,4,3,4,2,4
22,3,1,5,4,4
25,5,5,5,5,5
18,1,5,1,5,5
19,1,2,1,4,3
29,3,4,5,5,5
17,3,2,1,3,2
45,4,1,2,4,3
21,2,4,2,3,2
46,4,5,2,3,2
15,4,5,2,3,4
25,4,2,1,3,4
16,5,1,5,5,5
15,2,3,4,4,5
29,3,3,2,4,5
23,2,4,1,3,4
26,2,5,3,4,3
17,1,2,1,5,3
16,2,4,1,3,4
36,4,1,5,5,5
26,2,4,1,4,4
52,3,4,1,3,2
31,2,2,2,5,3
20,3,5,4,2,4
40,1,1,2,4,4
47,1,4,3,4,1
24,1,5,2,4,3
31,2,1,2,5,3
27,4,3,1,2,4
31,2,2,2,4,3
17,2,3,1,2,3
24,2,4,3,2,5
16,2,3,2,3,3
36,3,3,2,4,5
51,3,1,1,3,4
18,3,4,5,5,3
63,2,2,5,2,4
42,1,4,1,3,4
19,4,4,2,3,3
33,3,4,2,2,3
32,2,2,2,3,4
26,3,4,2,3,3
18,1,5,1,4,3
18,1,1,1,1,5
16,4,4,1,2,5
13,1,5,4,3,5
18,2,2,1,5,4
22,2,4,2,3,5
69,4,1,1,4,5
22,3,4,2,2,2
20,1,2,5,4,5
24,2,2,5,4,4
25,3,5,5,3,4
23,4,2,1,3,4
32,4,3,1,3,2
60,3,2,1,4,5
27,3,2,4,2,3
29,3,4,2,3,3
18,2,2,3,2,2
16,3,5,1,3,3
25,3,3,2,3,5
25,2,3,1,2,2
20,3,1,4,4,4
18,2,5,2,4,4
29,1,5,3,3,2
20,3,3,2,3,2
15,1,5,3,1,1
27,4,2,1,4,4
40,3,2,1,2,4
21,4,3,3,3,5
23,1,5,3,2,4
27,3,2,2,5,4
25,2,3,2,3,3
18,2,3,3,3,2
1989,3,1,5,3,2
36,4,3,2,4,4
33,2,4,1,1,5
31,4,2,1,3,4
31,4,2,1,2,4
24,1,4,1,3,4
26,2,5,1,4,5
29,5,1,1,5,4
27,2,2,3,4,4
19,3,3,2,2,2
19,4,3,3,4,3
18,3,4,1,5,5
31,1,3,3,5,4
20,3,2,5,4,4
37,3,1,4,3,4
51,2,1,2,4,5
17,4,5,1,5,5
23,3,3,3,1,1
28,1,2,1,5,5
49,3,2,2,4,4
20,1,5,4,4,4
19,2,4,4,4,3
22,1,2,3,3,3
41,1,4,4,5,5
44,1,5,1,2,5
26,4,2,2,3,5
25,3,3,1,4,3
50,2,5,1,4,5
26,2,2,3,3,1
27,1,5,4,2,2
21,1,5,1,1,1
20,2,3,2,4,4
38,2,4,2,2,4
44,2,4,1,4,4
29,3,4,4,4,5
21,2,2,1,5,2
19,2,5,2,3,5
15,1,5,2,4,4
21,3,5,2,4,4
57,3,3,2,2,5
64,2,4,2,2,3
29,2,3,2,5,4
17,3,4,1,3,4
21,4,5,5,4,3
20,3,3,1,4,4
16,3,4,2,4,5
20,4,5,3,5,3
28,3,5,1,3,4
52,2,3,2,2,3
23,1,4,4,2,4
45,2,4,2,3,5
16,3,5,4,1,5
43,2,1,1,1,4
18,2,4,4,4,5
16,2,4,1,3,4
49,1,2,2,3,5
34,2,5,2,1,4
19,1,5,4,5,5
17,2,1,4,3,2
47,4,5,2,2,4
16,3,3,1,3,3
27,1,5,2,3,4
32,2,3,1,3,5
20,3,5,4,3,5
24,3,5,1,3,3
27,3,4,3,2,4
50,4,3,1,4,5
41,4,5,1,4,4
17,2,5,2,3,5
23,3,4,1,2,2
41,3,2,1,3,5
45,1,3,2,1,5
18,3,5,4,4,5
24,2,5,1,5,3
22,2,4,1,3,1
22,1,5,2,3,2
35,1,5,1,4,2
24,2,4,1,3,3
20,3,4,1,4,3
30,5,2,1,5,1
16,2,5,1,4,2
58,1,3,1,4,4
43,2,4,1,2,4
38,4,5,1,3,5
33,2,2,5,3,5
17,2,4,1,2,4
33,5,2,2,1,3
18,3,3,1,4,2
38,4,2,3,4,4
38,4,3,1,4,5
21,4,2,1,3,3
51,3,5,1,5,5
21,3,3,3,3,2
28,4,3,3,4,5
24,4,5,2,3,4
18,4,4,1,3,3
34,2,2,2,4,4
18,3,2,1,4,2
37,4,4,1,2,4
16,2,3,3,3,4
20,2,2,4,3,4
15,2,2,3,4,2
24,3,3,1,4,4
18,5,1,1,5,3
18,3,5,4,2,3
25,3,3,1,5,5
24,3,5,5,5,5
17,2,5,1,4,4
18,4,2,1,4,4
18,2,3,2,4,4
57,2,5,1,5,3
27,3,2,5,5,3
23,2,3,1,3,3
18,1,5,3,5,4
16,5,3,1,4,4
18,4,5,1,4,3
21,2,5,2,5,4
18,3,5,1,4,3
35,5,5,1,3,3
15,5,3,2,3,3
21,4,2,2,4,4
18,2,2,2,4,3
18,5,4,2,3,3
41,4,4,2,4,4
21,1,3,1,2,3
48,3,4,1,4,5
35,3,4,1,3,5
15,4,3,2,2,4
15,3,1,2,4,3
18,2,4,1,5,5
48,3,1,4,4,3
19,2,3,2,5,4
65,2,4,1,4,5
18,1,4,2,4,3
20,1,3,2,3,3
26,1,1,3,4,4
24,1,3,5,3,2
18,1,5,3,2,3
34,4,4,1,3,5
20,4,2,1,4,4
21,3,2,4,3,4
32,2,4,1,4,5
19,3,2,1,4,4
42,1,5,1,5,5
25,5,4,2,1,3
30,2,4,3,3,4
19,1,3,3,5,3
21,2,4,1,4,4
22,2,1,1,4,4
20,3,2,1,4,4
40,3,4,1,2,5
17,3,5,2,1,2
47,3,5,1,4,5
23,2,3,1,4,4
19,2,1,2,4,5
23,1,5,5,5,3
36,4,1,1,5,5
13,2,3,1,3,1
18,1,5,4,3,5
35,1,3,1,3,5
35,2,5,1,5,5
25,1,3,2,4,3
24,2,1,3,4,3
19,4,5,1,1,3
56,4,4,1,4,4
16,3,4,3,3,4
38,2,4,1,3,5
28,3,4,1,4,4
28,1,2,2,3,5
18,4,4,4,4,3
49,1,3,1,4,5
25,3,3,2,1,5
24,1,3,1,3,3
18,3,2,2,2,2
17,3,1,4,2,5
28,4,5,2,4,5
20,4,3,2,5,3
19,4,2,1,2,4
19,2,5,2,4,2
37,3,4,2,1,4
19,2,2,2,3,2
23,1,4,1,5,3
38,1,2,3,4,4
19,3,4,1,4,3
19,1,4,2,2,3
18,4,3,2,4,2
21,3,4,3,4,3
22,4,3,2,3,4
25,3,4,2,4,3
18,3,5,5,4,5
26,3,2,1,5,4
21,3,4,2,3,2
46,4,2,1,2,4
23,2,4,1,3,3
19,1,3,2,3,4
21,1,4,1,1,2
18,1,1,5,1,1
49,2,2,4,4,5
18,2,4,2,2,4
18,5,5,1,4,4
37,2,2,2,4,5
21,3,2,1,5,2
20,3,4,1,2,4
45,3,4,1,4,4
18,4,2,1,4,3
36,4,4,1,3,4
57,2,3,3,4,2
44,2,3,2,4,3
28,3,4,2,4,5
16,1,5,4,4,4
25,3,3,2,3,4
17,2,3,1,3,2
25,2,2,4,4,4
18,3,4,1,3,5
17,1,1,4,2,4
17,1,5,4,2,1
16,4,2,5,2,3
48,2,3,1,5,5
19,3,1,4,2,4
29,5,1,5,2,5
16,1,5,2,1,3
19,2,4,1,4,2
18,3,3,1,4,2
42,2,2,2,3,4
18,3,5,1,4,3
20,4,2,2,4,5
25,4,1,3,2,5
30,3,2,1,5,4
29,1,5,3,2,4
16,4,1,5,4,4
21,1,4,2,5,5
16,1,4,2,1,4
51,1,4,3,3,4
25,1,2,2,3,3
17,2,3,2,3,4
23,2,1,2,4,3
24,4,4,1,3,4
33,5,5,4,1,3
21,3,5,1,5,4
19,3,4,1,3,2
21,5,2,4,2,4
41,2,4,1,4,4
22,1,3,1,3,5
19,4,2,2,3,3
16,2,2,1,4,4
16,3,4,1,4,4
1989,5,3,3,4,3
21,3,4,1,4,4
27,1,2,2,2,5
17,4,4,1,3,5
21,1,1,1,4,5
21,3,5,1,4,3
27,3,5,3,4,4
19,3,4,4,3,2
56,1,3,1,4,4
25,2,4,2,2,2
19,3,2,1,3,3
34,2,2,2,4,5
19,4,2,4,1,2
19,1,2,4,4,4
18,4,3,5,4,3
19,4,3,2,2,3
19,3,5,2,4,4
13,1,2,4,4,5
23,1,5,5,5,5
25,3,4,4,5,5
20,4,5,1,4,4
19,2,1,5,4,4
33,2,1,4,3,5
21,4,4,2,3,4
16,3,3,2,2,3
52,3,2,1,3,5
26,2,5,3,4,4
29,2,3,2,5,3
23,1,5,4,2,1
16,1,5,1,1,1
13,1,2,4,4,5
31,1,5,2,5,3
24,1,4,5,4,2
20,1,1,5,4,5
29,5,3,5,4,4
22,1,3,1,4,5
18,3,3,1,4,3
25,3,2,1,4,3
32,3,5,5,3,3
17,2,4,3,4,3
29,3,2,3,4,4
26,3,4,1,4,3
14,4,5,2,2,3
13,2,1,5,2,5
34,1,5,1,5,5
22,3,3,3,4,3
16,4,1,5,4,4
19,4,5,1,3,4
18,3,5,1,2,1
25,4,1,1,5,4
23,3,4,4,3,4
31,4,1,2,4,4
31,1,5,1,1,5
18,1,5,1,1,4
23,5,4,5,2,5
18,5,2,4,3,5
32,1,2,1,2,4
25,1,1,1,5,1
19,3,2,5,4,5
16,3,4,2,3,4
51,1,5,1,3,5
64,4,3,2,5,3
24,4,3,1,4,3
29,4,2,2,4,4
14,2,4,2,1,5
47,3,2,1,4,3
24,5,2,2,4,4
23,4,5,1,4,2
35,4,2,3,3,5
29,4,5,1,3,4
22,1,3,3,3,5
27,1,5,2,3,5
19,3,5,4,3,3
25,1,4,2,5,4
1976,1,2,4,4,3
23,3,4,1,2,4
23,3,2,1,1,4
23,4,5,1,4,3
33,2,1,5,3,3
20,4,1,4,3,3
42,3,2,2,4,5
38,4,3,1,5,4
29,1,5,1,4,4
14,3,4,1,3,5
18,1,3,1,4,5
22,4,4,2,3,5
33,2,1,4,5,5
16,3,3,2,4,3
25,5,2,1,4,5
24,3,5,2,3,5
29,5,2,5,4,3
28,3,3,4,3,4
20,4,5,2,2,5
20,1,1,5,3,5
25,4,3,4,2,5
20,2,4,1,3,3
26,4,2,2,5,3
36,2,5,1,2,5
21,4,2,2,4,4
20,3,2,4,5,2
24,4,1,2,3,3
13,1,5,5,5,1
14,5,5,5,5,3
33,5,3,2,4,3
15,5,5,1,2,1
43,2,5,1,3,5
21,2,5,5,3,3
48,1,3,3,2,4
43,1,1,1,1,3
31,1,5,5,2,1
39,1,5,4,2,3
28,3,5,3,2,3
31,4,2,2,4,4
17,3,5,5,3,3
18,1,5,2,4,4
17,1,4,3,4,5
14,1,5,1,2,4
40,3,2,1,3,5
21,1,2,2,3,4
40,3,5,5,3,5
22,4,4,5,3,3
30,2,1,2,1,2
35,4,3,2,4,3
16,1,5,1,3,4
34,2,2,2,4,4
29,4,2,2,2,4
18,2,4,1,4,5
28,1,2,2,2,2
34,1,5,2,2,4
25,3,2,4,4,4
34,4,1,2,5,5
15,1,4,3,4,3
15,3,3,1,4,3
15,1,1,5,4,3
16,3,2,4,3,1
15,3,1,2,5,3
15,4,4,1,4,3
14,3,5,3,3,3
15,3,3,4,3,5
15,3,4,3,4,3
15,5,5,1,3,3
34,3,4,2,2,5
46,1,5,3,2,5
31,2,2,3,3,4
19,1,4,5,2,5
15,2,4,5,3,2
26,1,4,4,4,2
30,3,2,1,4,5
30,3,2,1,4,4
26,4,3,2,3,4
19,1,5,2,3,1
36,2,2,3,3,4
19,4,2,1,2,5
31,2,3,1,4,4
22,3,4,1,4,4
17,2,4,2,3,3
19,2,4,2,2,3
28,2,4,3,4,5
18,1,5,2,2,3
24,5,4,3,2,5
191,1,1,3,2,5
21,2,4,2,2,4
43,1,1,2,3,4
18,1,5,5,1,1
19,1,4,2,4,3
29,3,5,2,4,3
16,4,2,2,2,3
16,3,1,2,5,5
16,4,5,4,3,5
35,4,2,1,4,4
14,1,5,1,5,5
25,5,3,1,2,5
29,2,2,3,4,3
45,1,5,1,3,3
32,5,3,1,3,3
18,3,4,3,5,5
32,3,4,5,4,3
34,5,4,1,3,5
45,1,1,1,5,2
23,3,2,2,3,1
20,4,2,1,4,5
25,4,3,2,4,2
16,4,4,1,1,5
16,4,3,2,4,5
18,1,5,2,4,4
45,4,3,5,5,5
19,2,4,4,4,2
23,3,3,3,2,3
16,3,3,5,4,4
17,4,2,2,1,5
19,3,2,1,4,4
21,2,3,3,3,4
22,4,4,2,4,3
25,2,3,2,3,4
15,1,1,1,5,4
17,2,5,4,5,3
17,4,4,4,1,4
18,1,4,4,2,4
17,5,5,5,2,1
16,3,4,4,4,3
17,5,2,4,3,2
17,3,3,3,3,2
40,4,3,1,2,1
17,3,2,2,3,2
18,5,5,1,2,4
188,1,4,1,3,5
34,2,3,1,3,3
17,1,2,1,5,3
19,3,4,1,4,4
35,5,1,2,4,5
45,1,3,3,4,5
23,2,3,2,2,2
15,1,3,5,3,5
20,3,3,1,2,3
18,3,4,1,3,3
19,5,2,1,2,4
35,5,4,1,3,3
24,1,3,2,4,5
20,4,4,3,4,4
24,2,4,4,3,5
22,3,3,2,2,3
34,1,1,1,3,4
24,3,4,4,5,4
25,4,5,4,2,1
18,1,3,2,3,1
23,1,4,2,2,4
31,3,3,1,4,5
42,2,3,1,4,5
25,2,3,3,3,3
18,1,2,2,3,3
20,2,4,1,3,4
22,2,4,3,3,4
25,3,3,2,3,4
19,2,5,3,4,5
18,1,3,1,3,3
21,5,1,1,5,5
21,3,4,2,3,3
24,5,4,4,4,4
28,1,3,1,3,1
36,1,5,1,1,4
21,2,2,2,4,4
23,5,2,5,1,3
19,2,1,4,5,4
20,1,3,4,4,1
24,4,5,1,3,2
33,1,4,5,2,4
21,1,4,5,4,1
20,3,2,5,2,3
16,3,3,2,4,4
19,1,2,1,4,2
34,1,4,1,4,5
14,4,2,1,3,4
64,1,4,1,3,3
34,1,5,1,1,5
20,3,5,5,5,1
49,4,5,5,3,4
26,4,4,1,5,4
60,1,4,1,4,2
24,2,2,1,3,4
23,3,1,1,3,4
32,2,2,4,5,5
17,5,3,4,2,5
25,2,3,1,3,4
21,3,5,2,2,3
23,2,5,4,2,5
21,1,3,4,3,5
55,2,3,1,2,5
47,5,3,1,4,5
29,1,3,2,2,3
28,5,2,2,4,3
15,2,4,2,3,4
18,5,3,1,2,5
17,1,1,1,1,5
23,3,4,1,4,5
26,2,2,1,4,3
21,3,3,4,4,3
20,2,3,2,3,3
18,2,4,4,3,2
21,4,4,2,3,4
23,3,4,1,3,2
48,1,2,1,4,5
22,4,5,1,3,3
42,3,2,2,2,3
25,2,2,4,3,4
33,2,5,1,3,5
20,2,2,1,1,3
20,1,4,1,1,3
50,4,2,1,4,4
19,2,4,4,4,4
17,3,3,2,4,4
21,4,2,1,4,3
31,3,3,2,3,5
32,3,4,3,4,3
22,3,1,4,3,5
31,2,5,1,3,2
17,1,5,2,3,4
20,3,4,1,4,2
19,3,5,2,3,2
1996,4,1,1,5,2
19,3,5,1,5,4
20,3,5,2,3,2
21,1,2,1,5,3
20,2,4,4,3,2
19,4,2,5,2,3
19,4,2,2,4,4
24,2,3,2,4,4
23,4,5,5,2,3
20,4,1,1,1,2
15,1,4,2,4,5
16,1,1,5,4,5
20,3,1,2,1,2
21,3,4,1,2,4
19,4,5,5,5,5
17,2,3,1,3,4
22,3,3,1,2,3
37,5,2,3,3,5
17,1,5,1,4,5
20,3,2,4,3,3
18,2,2,2,4,4
19,2,5,1,4,3
17,1,5,1,3,4
19,3,3,1,3,2
14,2,4,2,4,4
20,2,3,1,3,1
29,2,4,1,3,3
50,5,4,1,3,4
72,1,4,1,3,3
32,3,4,1,4,5
68,2,3,2,4,5
16,2,5,2,4,5
18,1,3,4,4,5
21,4,3,2,4,4
17,4,4,3,2,4
16,1,3,5,3,4
22,1,5,5,4,5
22,5,1,4,3,2
20,3,4,1,5,5
18,3,3,3,5,4
17,3,1,1,1,4
21,1,5,1,3,4
17,5,3,1,4,3
18,1,1,4,4,5
16,2,3,1,1,3
20,5,5,4,3,5
21,1,5,2,2,3
27,4,3,1,4,3
19,2,4,3,3,2
34,4,5,5,4,2
16,3,4,1,5,5
16,4,2,1,3,4
19,2,2,3,3,3
17,4,3,2,4,4
18,2,3,1,3,4
18,1,5,4,3,4
32,3,2,4,4,4
24,1,4,1,4,2
32,5,2,4,2,5
20,3,4,4,3,4
18,1,4,5,3,2
31,3,4,1,4,3
19,2,1,1,3,3
51,2,5,1,2,5
23,2,5,2,4,3
42,1,5,5,2,4
20,3,5,2,3,5
28,2,2,2,4,4
32,1,1,1,1,4
16,2,3,1,4,2
53,2,3,2,4,2
42,4,2,3,4,4
41,3,2,1,3,4
25,3,2,1,4,4
18,3,4,1,3,4
72,2,3,3,4,4
13,2,3,2,3,3
16,4,1,5,2,5
17,3,2,3,4,4
45,1,2,3,3,2
22,4,4,1,2,5
54,4,3,3,2,3
18,1,1,2,3,3
68,2,1,1,4,5
20,1,3,2,4,4
29,3,2,1,2,4
15,1,5,1,1,5
36,4,2,2,3,4
50,5,3,2,4,3
23,1,3,2,4,4
48,3,1,1,4,5
22,2,4,1,3,4
13,2,3,1,1,3
21,2,4,3,4,4
15,1,5,3,1,4
25,3,2,1,2,3
16,2,4,3,3,1
46,2,4,2,4,4
16,3,4,4,3,4
18,2,5,2,5,3
17,2,4,2,3,5
19,2,5,1,4,5
20,2,5,5,4,2
16,1,1,1,1,1
18,2,4,1,3,5
18,2,2,2,3,3
19,4,3,1,4,5
24,1,5,1,4,4
25,1,3,2,2,4
42,1,1,3,2,4
19,3,5,1,4,4
17,4,4,4,2,4
16,1,2,4,3,4
18,1,5,3,4,5
30,3,3,2,2,4
23,3,3,1,5,5
35,1,5,1,1,5
18,1,2,4,2,2
61,1,1,1,1,5
23,2,4,1,4,3
18,3,5,4,4,5
57,3,2,1,4,4
19,5,2,5,4,2
22,3,5,5,2,1
18,1,5,1,1,1
17,1,4,5,3,4
23,2,5,1,3,5
26,3,5,1,2,4
56,3,4,1,4,4
62,4,2,1,2,4
63,3,1,1,4,5
47,4,4,1,2,5
24,4,4,5,3,5
27,4,5,1,4,4
54,1,4,2,5,5
24,2,3,3,2,1
52,4,2,1,4,5
52,1,3,2,4,4
22,3,3,3,5,3
50,2,2,1,4,3
17,4,4,5,5,3
24,5,5,1,2,5
16,4,4,1,3,4
25,4,4,2,2,4
16,3,5,1,3,3
49,5,4,5,5,1
15,2,4,3,4,3
28,1,3,4,4,3
24,3,3,4,4,3
21,3,4,3,2,3
20,1,5,1,3,2
28,3,2,2,4,4
17,1,5,1,5,5
23,4,3,1,3,4
41,1,3,3,1,2
19,1,3,1,5,2
25,1,5,5,1,3
21,3,2,1,4,4
19,4,4,4,5,5
52,4,2,1,4,3
33,3,3,5,3,3
40,2,3,1,2,4
22,5,4,1,3,4
26,4,5,3,5,3
23,1,3,3,1,3
27,2,5,5,4,2
20,2,4,3,4,2
17,3,4,5,3,2
17,3,3,4,2,4
21,4,4,3,3,4
37,3,4,1,4,5
16,1,3,4,5,4
