age,E1,N1,A1,C1,O1
37,5,1,1,5,4
41,5,1,1,4,4
49,5,4,1,5,4
27,3,2,3,5,5
25,2,4,1,4,5
46,2,1,1,5,4
17,4,2,2,3,4
41,4,3,2,5,5
45,5,5,1,5,3
16,3,4,2,4,3
17,4,1,3,5,2
34,4,5,3,5,5
18,3,5,2,5,5
21,2,3,4,2,3
16,3,5,2,1,3
16,2,2,2,4,1
17,3,3,1,4,5
17,1,5,2,4,2
35,3,4,2,3,2
42,1,5,3,4,2
17,2,4,2,3,4
24,3,1,1,5,5
18,1,2,3,4,2
18,1,3,5,5,2
31,4,2,1,5,5
19,3,1,1,4,5
13,1,4,3,2,4
19,2,4,2,3,5
24,5,5,5,5,5
77,2,2,2,4,4
36,2,2,2,3,4
25,1,5,2,4,4
34,3,4,1,4,3
19,3,1,1,4,2
18,5,1,4,2,2
36,2,3,1,5,4
17,3,5,3,3,3
18,3,2,2,4,3
16,2,4,1,3,3
16,2,3,2,3,4
48,4,2,1,3,5
24,2,4,4,3,2
41,5,3,4,4,3
20,4,2,1,3,4
18,3,3,4,3,3
36,5,1,1,1,5
35,1,5,1,3,4
60,3,3,1,3,5
17,2,4,2,5,4
43,4,4,3,2,5
19,2,5,1,5,3
32,1,1,3,3,5
25,4,4,5,4,2
18,1,2,1,4,4
59,4,3,2,3,4
19,1,5,1,1,3
22,4,4,2,3,4
13,4,5,1,2,4
27,3,4,2,1,4
25,1,4,1,4,2
15,3,1,5,5,4
17,1,5,1,5,3
47,3,3,1,2,5
28,2,5,1,2,5
41,5,1,1,5,4
14,1,5,4,3,4
17,5,3,4,1,2
25,3,1,3,2,4
29,3,3,1,5,3
24,2,4,4,4,1
29,4,3,2,3,3
17,4,3,2,4,2
16,3,4,3,2,2
44,5,5,1,3,3
35,2,3,1,4,5
23,5,1,1,1,1
22,3,2,1,1,3
23,5,1,5,1,5
23,3,2,2,2,2
18,1,4,2,4,4
34,3,2,4,3,3
35,4,1,2,4,5
47,4,3,1,4,5
20,3,4,2,3,4
19,2,4,1,4,3
22,4,4,4,3,4
16,2,4,2,3,3
19,1,5,3,4,5
55,2,2,2,4,5
30,2,3,1,3,5
33,2,4,1,4,3
38,2,2,2,2,4
35,4,2,2,4,4
17,2,5,5,3,4
19,1,5,1,2,4
45,4,2,3,2,5
43,5,1,5,5,5
30,4,3,1,4,5
24,4,1,1,4,2
36,3,5,1,4,3
21,2,5,3,4,4
29,2,3,2,5,5
36,3,2,1,1,4
35,3,4,2,4,5
16,3,3,1,4,3
25,2,3,1,4,3
22,2,4,5,3,2
28,2,2,5,3,3
16,4,2,5,4,3
15,2,5,5,4,2
21,4,2,5,3,3
26,4,1,1,4,5
39,3,3,1,5,3
44,3,1,5,4,5
36,1,5,1,4,4
19,3,4,2,3,3
39,3,2,3,4,3
49,2,3,1,4,4
48,3,3,1,3,5
17,3,3,1,3,4
17,5,4,5,5,5
19,3,4,3,5,3
32,1,3,4,4,2
21,1,3,4,4,3
23,5,2,3,5,4
29,3,4,2,3,4
19,3,4,5,1,5
16,2,3,1,2,5
20,3,4,2,5,4
45,1,5,1,4,3
28,5,2,1,4,4
43,1,3,1,3,2
16,4,1,4,2,3
24,3,2,5,5,5
16,1,4,3,3,2
51,1,5,1,4,5
16,4,1,1,4,4
16,2,1,1,5,3
26,1,3,1,4,4
20,3,5,4,3,3
14,5,5,1,4,5
14,2,5,1,2,3
15,5,5,5,5,4
15,2,5,4,3,3
14,1,1,1,3,4
14,1,4,1,4,4
24,1,2,4,2,2
70,3,3,1,3,4
32,4,5,1,4,2
22,1,4,2,3,5
15,4,3,4,4,3
21,5,3,1,3,4
28,2,5,1,5,5
14,5,1,1,5,5
15,3,4,2,3,3
30,3,2,2,3,3
2000,5,2,2,2,2
43,3,4,2,4,4
19,4,3,2,4,5
21,1,4,4,3,4
18,3,5,1,3,5
1995,2,3,2,4,2
15,1,5,5,1,1
16,4,1,1,4,2
15,3,3,2,4,3
15,4,5,2,3,1
66,3,2,1,5,5
21,2,4,3,2,5
15,1,1,3,3,2
15,4,5,5,5,1
15,4,4,4,3,4
19,3,1,2,5,5
31,3,3,5,4,4
18,4,5,1,4,3
15,5,5,3,4,2
18,3,3,1,3,2
18,3,4,1,5,4
17,3,5,5,4,3
18,5,2,5,3,4
17,2,4,4,3,5
17,3,3,3,1,4
27,1,5,5,1,5
18,4,3,3,4,3
16,3,2,2,5,4
20,4,3,5,5,4
19,4,2,1,4,4
19,4,2,3,2,5
53,5,4,3,4,4
27,4,3,4,1,3
32,1,5,1,2,2
24,2,5,2,1,1
17,2,4,4,1,5
23,5,1,1,5,5
20,2,3,1,3,4
13,3,2,5,4,5
20,1,3,4,3,2
33,4,3,1,4,4
34,5,5,1,3,3
34,2,3,1,3,2
19,1,5,3,4,3
26,5,1,3,5,4
22,4,4,3,3,5
72,2,4,1,4,3
25,3,2,1,5,5
30,1,3,1,3,5
18,2,3,1,4,3
56,3,2,1,4,5
19,1,2,1,3,4
19,1,4,1,4,2
23,3,2,1,3,4
17,1,3,4,4,2
21,1,5,1,4,5
23,1,3,4,5,2
17,4,4,1,2,3
23,4,2,2,5,3
20,3,3,5,5,3
22,3,4,3,2,1
42,3,2,2,2,4
23,3,3,1,4,3
21,2,3,1,3,2
19,4,4,3,4,2
16,3,4,4,2,3
16,1,5,4,3,5
17,2,5,2,3,4
46,3,4,1,1,1
34,4,2,4,5,3
21,2,4,2,2,3
20,1,3,3,4,5
18,2,1,2,3,3
28,5,2,4,3,2
28,3,2,2,2,4
45,2,5,1,5,5
24,4,2,4,3,3
21,4,2,1,4,5
28,3,4,2,2,4
23,1,3,5,3,1
53,4,3,1,5,3
22,4,3,2,3,4
18,2,3,2,3,4
20,4,4,4,4,3
35,1,5,1,5,5
25,1,4,1,2,5
51,2,2,3,3,3
18,3,2,4,4,4
32,3,3,2,3,4
20,3,5,5,5,5
26,3,4,1,4,3
23,3,3,5,3,4
26,2,5,3,4,2
28,4,3,1,4,5
54,3,3,2,3,4
20,3,3,5,2,3
18,3,2,3,3,4
48,2,3,1,4,5
55,3,4,1,4,4
51,3,4,1,4,4
34,4,3,1,4,3
51,1,4,1,3,5
21,2,2,4,4,5
38,4,5,2,3,5
16,1,2,2,2,5
28,2,4,2,4,5
30,3,4,1,4,4
18,2,3,1,3,4
25,3,4,1,4,3
19,1,2,2,2,3
16,1,3,5,5,5
32,2,2,3,2,4
18,2,4,2,4,3
32,3,4,1,4,4
16,3,5,4,4,3
17,3,4,5,5,3
19,1,5,5,2,2
68,3,2,1,4,4
19,1,5,1,3,3
16,3,3,1,5,5
18,1,4,2,4,4
21,3,4,3,3,3
28,3,2,1,4,3
25,3,3,2,3,4
18,2,2,1,4,2
20,3,3,1,3,3
31,2,2,4,2,3
28,2,2,3,4,2
60,3,2,3,2,2
32,3,1,2,5,5
24,3,4,1,2,5
18,3,2,1,4,5
32,2,3,4,4,5
24,1,5,1,3,4
59,1,4,1,5,5
23,3,2,2,5,5
41,4,2,1,4,4
35,4,5,2,1,5
43,4,4,2,3,5
15,5,5,2,1,5
21,1,5,4,2,3
27,5,1,1,3,5
15,2,4,1,3,2
20,2,5,1,3,3
15,4,2,4,3,4
16,4,5,2,5,3
29,1,5,1,5,5
15,2,3,4,3,4
21,4,5,1,5,4
23,2,3,3,4,5
13,4,3,1,3,2
28,1,3,2,3,4
20,1,2,2,2,3
41,3,5,1,4,3
28,3,3,1,4,4
23,2,2,1,3,5
24,4,4,2,4,4
33,4,3,2,2,5
15,3,5,1,2,4
18,4,5,3,2,1
60,4,1,1,5,5
21,3,5,2,1,3
18,4,3,1,4,5
19,3,2,2,5,5
16,1,3,1,2,5
24,3,3,1,3,4
18,3,1,2,3,5
40,1,5,2,5,5
17,3,1,1,2,5
52,1,4,1,4,2
17,2,2,2,3,5
18,2,2,1,4,5
14,2,3,4,4,5
17,2,4,3,5,5
18,4,4,1,4,4
21,2,2,4,2,4
29,1,3,1,4,3
32,1,4,1,5,4
24,3,5,2,1,4
57,3,3,1,4,4
32,3,4,1,4,3
34,3,4,5,5,4
26,4,1,3,4,5
24,4,3,1,3,5
20,2,1,1,3,5
20,3,4,1,3,4
1968,5,5,5,5,2
18,2,3,3,5,4
21,1,3,5,5,1
41,2,4,3,2,5
23,3,3,1,3,4
50,2,5,2,4,5
47,1,1,1,4,4
17,3,5,5,4,5
32,1,3,1,1,1
14,2,4,2,2,3
20,2,2,1,2,4
44,3,1,1,5,4
23,3,2,2,4,5
17,3,4,2,4,3
15,4,1,2,5,4
28,1,5,4,3,5
52,4,5,4,2,5
21,1,3,4,4,3
20,4,5,1,2,5
17,1,1,3,2,3
41,3,3,1,3,3
17,2,3,2,4,4
19,2,2,3,2,3
56,2,3,1,3,5
35,3,2,3,4,2
17,4,3,1,3,3
22,1,4,3,3,4
45,3,3,2,4,2
64,1,4,1,1,4
21,2,5,3,1,3
26,3,1,1,4,3
24,4,3,4,4,1
22,5,4,5,5,5
1982,1,5,1,1,1
15,2,4,1,3,4
19,3,1,2,3,5
30,3,3,3,4,3
27,1,4,3,5,3
27,5,2,1,5,5
54,3,2,2,4,4
21,3,2,4,4,2
22,2,5,3,3,3
51,2,5,2,3,5
1993,2,4,4,5,3
26,2,2,4,3,3
19,3,4,3,3,3
15,2,2,2,2,4
22,2,1,1,5,3
28,4,2,2,4,5
56,2,4,1,3,4
30,2,5,4,4,3
30,1,5,3,2,1
16,1,2,1,4,3
31,3,1,4,3,5
16,1,1,3,4,3
20,1,4,3,5,5
49,2,4,1,3,5
31,3,4,1,5,5
44,3,3,2,3,4
39,1,3,3,4,4
14,2,3,3,3,3
14,1,5,3,2,3
34,4,5,1,3,5
19,2,5,1,2,2
18,2,4,2,4,3
40,4,2,2,2,2
16,3,5,5,4,5
30,3,3,1,3,4
46,3,4,1,3,5
31,3,4,3,3,5
31,1,1,3,4,3
18,1,2,3,3,1
41,1,5,1,4,5
45,3,4,1,4,3
43,4,5,2,4,5
22,3,2,4,3,3
42,2,2,1,4,4
46,2,4,1,4,4
23,3,4,2,4,4
20,2,3,1,4,4
22,3,5,3,3,3
17,3,4,3,4,3
18,2,5,1,2,5
27,1,1,1,3,5
48,3,4,2,4,4
23,3,1,2,2,4
52,5,3,5,3,5
29,2,2,2,4,3
19,2,1,4,1,2
19,3,5,5,4,2
15,2,5,1,4,3
22,1,5,1,4,5
33,2,4,1,4,5
22,2,5,2,2,1
20,4,2,1,4,2
33,1,5,1,1,2
17,3,4,1,4,4
21,3,5,1,5,3
43,3,2,1,4,4
22,1,1,1,5,4
21,3,4,2,4,4
15,3,5,2,5,4
16,3,5,2,3,5
22,5,5,1,4,3
25,4,2,1,4,4
18,4,2,1,3,4
14,2,5,5,2,5
33,1,3,2,3,3
21,1,5,3,3,5
22,4,4,2,3,4
21,4,4,2,3,4
36,4,5,3,4,5
20,4,5,4,4,3
23,3,4,3,4,2
38,3,3,1,4,5
25,3,4,1,3,3
22,3,2,1,3,3
16,2,5,4,5,4
23,3,2,1,3,4
24,2,4,1,3,2
17,2,2,3,3,4
17,3,1,1,4,3
17,3,3,5,3,2
18,3,3,1,4,2
17,3,5,2,3,4
16,3,2,1,5,3
17,2,3,4,3,4
17,2,4,1,3,3
16,4,1,4,2,3
16,3,2,4,5,5
17,2,4,4,3,2
18,4,2,1,3,2
17,2,5,2,4,4
19,4,5,5,4,2
17,5,1,3,5,3
16,5,5,4,2,3
16,1,4,2,3,5
18,2,2,2,4,4
18,5,4,3,3,4
17,1,3,4,1,3
15,3,5,2,3,5
17,2,4,1,4,5
27,1,2,4,3,4
30,4,2,1,4,5
59,3,2,1,4,4
41,4,3,1,5,3
18,2,1,1,4,5
17,4,4,3,3,3
41,2,1,4,2,4
27,3,5,2,4,3
47,3,5,4,5,5
23,3,3,1,2,4
23,2,1,2,3,3
49,3,3,1,4,4
24,3,2,2,2,4
20,2,4,2,4,5
14,2,2,4,4,5
31,5,4,2,2,5
53,4,1,1,5,4
49,3,4,2,3,5
71,3,4,2,2,2
24,5,3,1,4,4
46,3,2,1,2,2
25,3,4,1,5,3
50,1,5,1,1,4
18,5,5,1,1,1
37,3,2,4,4,3
30,2,4,3,3,4
24,4,5,5,3,4
42,5,3,4,3,4
22,1,3,1,4,3
50,5,4,1,4,3
16,2,4,1,3,4
25,3,2,1,4,3
24,5,2,2,1,1
75,3,1,1,4,5
65,3,3,1,4,5
20,2,5,2,4,5
17,1,5,1,5,3
26,4,2,2,3,5
21,1,5,3,3,2
20,4,5,3,2,1
23,3,3,2,5,4
43,1,2,1,4,5
36,4,3,2,2,5
17,3,3,1,4,3
34,1,3,1,4,4
14,1,5,1,1,5
19,3,4,3,3,5
21,4,3,1,4,1
28,4,4,2,4,4
17,1,4,1,4,3
28,1,3,1,3,4
27,2,5,1,3,5
22,3,5,4,3,2
14,4,4,1,2,4
35,2,2,3,3,4
19,2,3,2,4,4
14,2,5,2,3,4
47,1,1,1,5,5
29,2,4,2,4,5
15,2,4,1,3,3
32,1,5,2,2,1
60,4,2,1,2,4
49,1,3,4,5,5
57,5,4,1,3,5
37,3,4,2,4,5
17,3,4,1,2,3
17,3,4,1,2,4
16,3,2,1,4,4
16,3,1,1,4,3
27,3,3,2,2,3
18,3,3,1,4,3
17,2,3,4,4,5
20,4,5,3,2,4
68,4,4,4,2,4
16,3,5,2,4,3
23,3,2,1,1,5
22,3,4,1,4,5
46,3,1,3,4,5
19,2,2,2,3,2
23,5,4,1,3,4
16,1,4,1,5,4
36,3,5,1,5,5
34,4,2,2,4,4
24,3,2,1,2,2
19,1,3,2,3,4
30,1,3,3,3,5
18,4,1,2,5,3
17,2,5,1,2,4
18,1,5,3,2,5
35,3,3,5,4,3
18,4,1,1,5,5
30,3,4,1,4,5
13,2,5,4,5,3
22,4,4,1,5,5
16,2,1,3,4,5
26,1,1,1,2,4
49,3,2,1,3,2
21,2,4,1,4,3
18,3,4,1,3,4
14,2,4,5,2,5
47,3,2,1,3,3
27,3,2,1,3,3
27,4,2,1,4,5
49,4,2,1,2,3
15,2,4,2,2,5
18,4,3,1,2,4
18,3,2,1,4,2
24,2,4,1,4,4
19,2,4,1,5,5
18,2,2,4,4,3
16,3,4,1,4,4
49,3,1,1,4,4
35,1,4,5,4,3
56,1,1,1,4,5
21,3,4,1,4,4
19,2,4,2,2,4
52,3,5,2,3,4
24,1,5,2,4,5
48,3,2,1,3,4
22,3,3,5,3,2
29,3,4,1,4,4
19,2,4,2,3,4
67,5,5,1,5,5
32,3,2,4,4,5
55,3,5,1,5,3
35,1,3,1,3,2
27,5,4,3,3,1
14,3,5,5,4,4
21,3,3,1,3,2
18,3,2,1,2,3
31,3,4,1,4,5
30,1,5,5,3,1
23,5,5,3,1,5
24,5,4,5,5,4
24,4,1,1,3,3
38,3,2,2,4,4
27,2,4,1,3,5
37,4,2,3,4,2
18,4,4,1,2,4
58,4,3,1,4,4
31,1,3,3,5,3
19,3,4,2,4,4
18,5,4,1,3,4
25,1,4,1,4,3
18,5,5,2,2,5
17,3,4,5,3,3
27,4,2,1,4,4
17,2,5,4,5,5
64,2,4,2,3,4
18,2,5,1,3,3
27,5,1,1,5,5
20,4,4,4,3,2
20,4,3,3,2,2
20,2,5,2,3,4
20,3,5,5,2,2
20,4,2,4,3,3
28,3,4,1,4,3
54,5,3,5,4,5
19,5,3,1,2,4
38,5,5,5,5,5
37,3,2,1,4,3
52,2,2,2,2,4
36,3,3,2,3,3
48,5,1,5,5,3
42,3,4,1,2,4
36,3,5,5,2,4
23,4,2,5,4,2
27,4,3,2,5,5
36,2,4,2,1,4
28,1,1,4,3,4
35,3,4,1,4,3
33,1,3,1,4,5
50,1,3,4,3,4
21,3,4,3,4,3
30,1,4,3,2,4
17,1,5,3,3,4
36,4,1,1,3,5
22,1,4,3,2,4
21,1,5,1,1,3
21,4,5,1,5,3
37,5,4,1,5,3
43,1,5,1,5,5
19,4,3,4,2,1
22,4,5,1,2,5
47,5,2,2,4,4
17,1,3,4,3,5
38,4,1,1,5,5
24,5,2,1,1,4
25,5,2,1,4,5
39,1,3,3,5,5
39,2,5,2,4,5
16,3,5,5,5,3
15,2,4,2,3,4
16,1,4,4,5,4
26,5,5,5,1,1
48,3,4,5,2,5
15,4,3,4,3,3
17,4,3,2,4,4
23,1,2,1,2,1
20,1,3,2,5,2
16,1,5,2,1,3
52,1,1,4,4,5
23,3,4,1,4,3
60,2,2,2,2,5
33,3,2,1,4,5
17,5,5,5,4,3
17,3,3,1,2,1
17,2,4,4,3,4
22,4,3,1,3,4
20,5,2,2,4,3
18,1,2,4,2,3
23,5,1,1,2,3
34,5,3,2,3,5
22,5,1,1,5,1
22,5,5,4,4,5
49,3,3,1,5,4
64,3,3,1,5,5
15,3,5,1,5,5
24,4,5,2,5,4
17,5,5,5,3,3
23,3,2,4,3,1
36,3,3,1,4,3
27,4,4,1,3,5
24,3,1,2,4,3
52,3,3,2,4,5
23,4,2,1,4,4
22,4,2,2,4,5
33,2,3,4,4,4
45,4,3,1,3,5
26,1,3,4,1,3
30,3,5,1,3,1
29,1,2,1,5,3
25,2,5,2,2,5
31,3,1,1,5,4
19,1,1,1,3,5
20,4,5,1,2,4
24,3,3,1,4,4
18,1,1,4,5,5
44,3,4,1,4,3
20,2,2,1,4,2
64,2,1,1,4,4
19,5,1,1,3,3
42,2,4,2,3,5
57,2,2,4,4,3
15,1,5,1,1,5
56,3,3,1,5,5
20,1,3,4,3,3
19,4,3,3,3,5
48,4,4,2,2,4
14,4,1,4,1,3
18,2,3,4,4,4
20,4,3,3,4,3
27,5,3,2,4,5
39,3,2,2,4,4
23,2,4,1,5,2
37,1,4,1,4,4
28,2,4,4,4,2
38,5,1,5,1,1
37,3,2,2,3,3
28,3,5,1,4,3
17,2,3,1,3,4
25,4,1,2,1,3
21,3,3,1,4,5
49,2,5,1,4,3
31,2,2,2,4,5
20,3,3,1,4,4
19,3,4,2,4,4
48,5,2,2,5,4
25,3,5,1,4,2
38,3,3,3,2,5
15,2,5,1,2,5
23,2,5,1,3,4
41,5,1,1,5,4
18,2,2,2,2,4
18,1,5,3,5,5
57,3,3,1,3,3
54,1,3,1,5,3
24,4,2,2,4,4
48,4,2,2,4,5
18,4,5,3,3,4
24,1,5,1,2,1
18,1,1,2,5,4
37,4,4,2,5,2
29,3,3,3,3,4
18,1,3,3,4,3
18,1,1,1,3,1
26,2,5,2,3,3
20,1,3,5,4,3
44,1,4,1,5,5
60,5,3,1,5,4
43,3,4,2,3,4
42,4,3,1,4,5
45,2,1,3,3,3
19,3,5,2,1,2
32,3,4,5,4,3
17,1,5,2,5,5
16,2,4,3,5,5
28,4,3,1,3,5
22,1,2,1,3,2
23,5,5,5,5,5
22,2,1,1,3,2
26,3,3,5,4,3
38,3,4,3,3,4
54,1,5,1,1,3
16,5,5,1,1,5
17,3,5,2,2,2
21,3,4,3,2,2
30,2,5,2,1,4
35,2,4,1,5,2
67,2,5,5,3,4
51,3,3,2,4,3
15,2,3,1,4,4
22,1,1,5,3,4
26,3,1,1,4,4
25,1,1,1,3,1
24,2,3,2,4,2
39,3,3,1,4,3
19,1,5,1,2,2
24,4,5,1,2,3
18,1,5,4,3,3
54,3,5,2,1,2
28,3,1,2,3,3
32,2,2,1,3,4
37,1,2,1,2,1
21,3,4,1,2,5
35,4,3,2,3,5
18,4,5,1,3,4
16,1,5,5,1,3
28,1,1,4,3,1
33,3,5,1,1,5
28,3,3,1,3,3
20,3,4,1,3,4
22,4,3,1,4,2
34,4,3,1,4,5
25,3,5,4,3,4
34,3,3,4,3,4
36,1,5,3,2,2
22,1,5,3,2,3
21,2,4,4,4,5
18,2,4,2,4,5
36,2,5,2,4,1
26,4,3,1,3,4
16,5,5,2,1,3
47,2,4,3,3,4
46,2,3,1,3,5
19,2,1,4,5,5
20,1,1,1,1,3
23,2,5,1,4,4
33,4,3,5,5,3
20,2,3,1,1,2
15,1,4,3,1,3
21,3,4,5,3,4
13,1,2,4,3,3
20,4,5,4,2,1
21,2,3,5,3,4
15,3,1,1,5,5
28,1,2,1,2,4
57,1,3,1,1,5
25,1,1,3,1,5
27,4,2,3,4,2
20,2,3,2,5,4
32,4,5,2,2,4
14,2,3,1,4,5
15,2,5,4,4,5
31,3,4,2,4,5
40,1,4,2,4,4
13,5,2,4,3,4
28,3,4,2,4,5
27,4,2,2,2,4
15,2,1,5,4,4
54,5,3,5,5,3
45,3,1,1,4,3
21,3,5,3,3,4
24,4,2,2,3,4
49,3,3,2,3,3
21,3,3,4,3,4
26,1,2,3,3,5
17,4,2,4,2,3
39,3,1,1,2,5
35,3,2,2,4,2
33,1,2,2,4,2
32,2,2,2,2,4
47,3,2,2,3,4
55,3,3,1,3,5
45,4,2,1,2,3
17,3,5,2,2,4
17,1,5,2,3,4
40,2,2,1,4,4
15,1,2,3,2,3
32,2,4,3,2,3
15,2,3,4,2,2
19,3,3,4,2,4
20,3,5,1,4,5
49,4,4,1,4,3
34,3,4,4,4,5
24,1,5,3,5,5
19,2,3,2,2,3
26,3,3,2,3,2
18,1,3,3,3,4
29,1,5,3,5,5
14,3,4,1,4,4
16,2,4,2,4,3
19,2,5,1,4,4
26,4,2,5,4,4
37,4,4,1,2,5
16,4,1,2,3,5
20,1,4,1,3,2
30,1,5,4,5,5
23,2,4,2,3,4
15,3,5,2,4,3
18,2,4,3,2,5
44,3,2,1,4,4
15,3,5,1,4,2
16,1,4,3,2,5
33,4,4,1,4,5
15,1,3,4,2,4
17,4,1,1,3,5
20,2,2,2,4,5
17,1,5,3,4,3
21,2,5,2,3,3
13,4,2,2,2,5
36,5,2,1,4,4
39,3,3,1,4,4
21,1,3,5,4,1
34,1,4,2,3,3
97,3,3,3,3,3
25,3,3,4,4,4
20,5,5,1,4,3
16,3,4,2,4,4
45,4,4,4,5,3
36,3,3,2,4,3
26,4,5,2,3,2
24,3,5,1,3,5
32,2,4,3,2,5
41,3,1,1,5,2
24,2,2,2,2,4
20,3,5,2,3,4
16,4,3,1,4,4
53,1,5,1,2,1
27,4,4,3,4,4
47,2,3,1,4,5
18,3,4,1,4,5
28,1,3,3,4,5
18,4,4,1,5,3
18,1,2,4,4,3
23,2,4,3,4,5
14,3,2,2,5,3
13,1,5,2,1,4
22,1,4,3,4,4
25,3,5,1,5,5
15,1,5,2,2,4
22,4,1,1,4,5
17,5,5,2,4,5
40,4,4,1,2,4
22,1,4,3,5,3
38,4,3,1,4,4
15,1,5,1,5,5
56,3,3,1,4,5
15,5,4,2,3,1
18,3,5,1,4,5
31,3,3,1,4,5
32,4,3,1,3,5
24,1,2,5,3,5
16,3,1,2,2,4
20,2,3,2,5,5
19,4,5,1,3,2
18,3,4,1,4,4
26,2,2,2,2,4
24,1,5,1,5,1
24,3,5,2,5,5
32,3,5,1,5,5
18,2,5,3,1,2
15,2,4,4,3,5
23,2,4,1,4,5
39,3,2,1,4,4
31,1,3,1,4,3
22,2,2,4,3,2
17,3,5,3,5,3
20,3,5,2,3,3
26,4,1,3,4,5
18,1,2,4,5,5
17,4,4,2,2,4
32,3,4,2,4,4
22,3,5,1,3,4
20,1,4,2,4,4
18,1,4,3,3,2
46,2,2,2,5,5
57,3,3,1,4,3
18,1,4,1,5,4
25,4,3,2,4,5
20,3,4,2,5,5
19,1,4,2,2,5
14,3,3,1,5,4
56,3,3,4,3,4
13,1,5,3,4,5
14,4,3,3,2,5
17,5,5,5,5,4
32,4,3,5,3,3
20,2,2,2,1,4
18,4,2,1,4,5
14,1,2,3,5,5
63,3,1,1,4,3
19,1,5,5,3,3
18,3,3,1,3,3
50,3,3,1,3,4
17,1,5,5,3,3
17,1,5,1,5,4
27,3,5,2,3,5
46,1,3,1,3,1
23,2,5,1,5,3
26,2,3,2,4,2
23,3,4,1,5,4
18,3,1,3,5,5
32,3,2,1,4,4
19,1,5,1,3,5
32,1,5,1,3,3
14,5,5,1,4,4
30,1,1,1,4,3
35,2,4,1,4,5
20,4,3,5,5,3
24,1,3,2,4,4
49,1,3,1,3,3
15,1,4,1,3,2
16,2,2,2,1,5
18,1,5,3,3,3
40,1,4,1,5,4
28,1,4,5,4,2
30,4,5,3,4,1
18,1,4,1,2,1
80,3,3,1,2,4
14,3,5,4,3,4
23,2,2,4,4,4
19,5,4,2,2,3
21,3,4,1,2,4
18,3,3,4,3,5
32,2,1,4,3,5
24,3,3,5,3,3
25,5,1,1,4,5
22,3,2,3,4,2
23,3,1,4,2,3
24,5,2,5,3,1
13,3,5,1,5,3
19,4,3,5,3,4
34,3,2,2,4,4
20,4,5,2,3,3
51,3,2,1,5,3
29,3,3,2,4,5
20,3,5,5,4,3
16,3,3,1,4,2
33,4,1,3,5,5
22,2,3,2,4,5
44,4,3,1,4,4
19,2,2,4,2,5
24,2,4,1,3,5
19,2,4,4,3,4
22,3,5,2,5,4
35,3,4,2,3,5
18,1,4,1,4,3
20,4,4,1,3,4
19,5,1,5,5,5
25,2,3,2,5,4
35,2,4,1,3,4
18,3,4,5,4,5
15,1,3,3,3,4
20,5,3,4,2,4
46,2,2,1,3,5
27,4,3,1,5,4
32,3,5,1,3,3
25,2,4,2,4,2
17,1,2,1,3,4
26,1,3,1,5,5
14,4,5,1,4,5
41,1,4,2,2,2
17,1,2,2,3,3
33,1,4,4,3,3
28,3,4,1,3,3
20,3,3,3,2,4
44,2,2,3,2,4
21,4,3,2,4,2
23,2,5,4,4,4
21,2,5,3,2,4
24,4,1,1,5,4
36,4,4,2,4,4
13,2,5,4,2,3
18,3,1,1,4,4
18,1,2,1,2,5
22,4,2,3,4,3
18,2,5,5,5,5
17,4,5,1,4,4
13,3,5,4,5,5
25,1,5,1,3,1
26,1,5,3,3,3
13,4,3,1,3,2
25,3,3,1,4,3
68,1,3,1,3,4
19,1,5,5,4,4
17,4,4,5,2,4
42,4,4,2,3,4
52,3,2,4,4,5
20,2,2,3,3,2
49,3,2,1,4,5
20,1,1,1,2,5
64,1,3,1,4,5
23,2,4,2,2,4
29,2,4,2,1,4
22,2,4,3,2,4
21,3,4,1,2,3
21,4,2,3,3,3
14,1,5,4,4,5
16,3,4,2,3,5
55,3,1,1,3,4
18,4,1,5,2,5
22,3,3,1,4,3
18,2,2,1,2,5
19,1,1,1,4,5
19,2,2,2,3,4
15,2,3,1,3,3
29,1,4,1,3,5
18,4,2,5,2,4
36,3,2,1,4,3
20,3,2,2,4,5
56,2,4,2,2,4
16,2,2,2,3,5
30,2,2,2,4,3
25,3,1,1,4,5
19,3,2,1,5,5
16,3,3,1,3,5
20,2,3,2,3,4
46,3,4,2,2,5
18,4,3,1,2,1
44,2,5,4,4,4
38,4,4,4,2,4
13,3,5,4,2,5
37,3,2,5,5,3
45,1,5,1,4,2
18,4,3,2,4,4
45,3,3,2,4,2
57,4,3,2,3,4
28,2,3,3,4,5
33,1,4,1,2,5
34,1,5,1,1,1
35,1,4,3,2,3
32,2,2,2,3,3
54,3,2,1,4,5
17,3,5,1,4,5
19,2,5,1,4,4
15,1,1,1,1,4
31,3,2,1,4,3
16,1,2,1,3,4
18,2,3,1,4,4
19,3,4,2,2,5
17,2,4,2,4,2
18,2,5,2,3,3
20,4,2,4,4,5
20,3,2,3,3,1
31,2,4,2,4,5
26,2,4,2,4,4
21,4,4,2,4,5
16,3,4,3,3,5
18,3,1,1,2,4
31,1,2,2,5,2
29,4,3,1,3,4
14,1,5,2,4,3
36,4,5,2,2,4
18,3,4,1,4,5
19,2,4,4,2,5
14,2,1,3,4,2
25,1,1,5,3,1
47,3,4,2,2,4
26,2,4,4,5,5
42,3,1,1,5,5
23,4,5,3,5,3
14,4,2,1,3,5
20,1,2,1,4,4
51,3,3,1,3,3
51,1,3,1,4,4
29,4,2,1,3,3
28,5,4,4,3,4
18,3,3,1,3,3
18,2,4,3,4,4
